VideoID,VideoTitle,DateOfPublic,PlaylistID,PlaylistTitle,views,likes,dislikes,comments,Favorites
Rj8Err-qDKA,Турнир Warface PRO.Champions. Day 1,2020-09-01T10:15:13Z,PLauCgjTLbfC8zyzkH1sxy78Ui_li4_6i-,Warface PRO.Champions,119899,5716,293,22,0
-vrAyjhQ5EY,Турнир Warface Champions. Day 2,2020-09-01T10:15:13Z,PLauCgjTLbfC8zyzkH1sxy78Ui_li4_6i-,Warface PRO.Champions,185775,7634,593,29,0
nSBE3rv0P_0,Турнир Warface PRO.Champions. Final day,2020-09-01T10:15:13Z,PLauCgjTLbfC8zyzkH1sxy78Ui_li4_6i-,Warface PRO.Champions,285114,12682,689,69,0
1qnQPN5Hjp8,Турнир Warface PRO.Champions. Group Stage. Day 1,2020-09-01T10:14:41Z,PLauCgjTLbfC8zyzkH1sxy78Ui_li4_6i-,Warface PRO.Champions,168193,10373,599,18,0
BDxJ_UkJlBs,Турнир Warface PRO.Champions. Group Stage. Day 2,2020-09-01T10:14:41Z,PLauCgjTLbfC8zyzkH1sxy78Ui_li4_6i-,Warface PRO.Champions,297431,15330,824,24,0
hoAEBbIdslA,Турнир Warface PRO.Champions. Grand Final,2020-09-01T10:14:41Z,PLauCgjTLbfC8zyzkH1sxy78Ui_li4_6i-,Warface PRO.Champions,402243,20660,861,94,0
TOW1YBX0Q7Y,PRO. второй сезон,2020-07-15T11:34:39Z,PLauCgjTLbfC8zyzkH1sxy78Ui_li4_6i-,Warface PRO.Champions,14280,1059,201,66,0
T2MPDjBb03A,Warface PRO.Champions. Day 3,2020-05-27T11:56:08Z,PLauCgjTLbfC8zyzkH1sxy78Ui_li4_6i-,Warface PRO.Champions,416021,21644,863,81,0
ix1mjKksMhk,Warface PRO.Champions. Day 2,2020-05-27T11:56:02Z,PLauCgjTLbfC8zyzkH1sxy78Ui_li4_6i-,Warface PRO.Champions,275618,14395,635,35,0
AqJ-XbVi1_w,Warface PRO.Champions. Day 1,2020-05-27T11:55:54Z,PLauCgjTLbfC8zyzkH1sxy78Ui_li4_6i-,Warface PRO.Champions,299046,13177,735,52,0
Voww46UKvrA,Турнир Warface PRO.Masters. Жеребьевка,2020-09-01T10:15:02Z,PLauCgjTLbfC9vEfVXSe5savxV2qFytzDL,Warface PRO.Masters,20156,1147,285,35,0
n9q-YMINf20,Турнир Warface PRO.Masters. Day 1,2020-09-01T10:15:02Z,PLauCgjTLbfC9vEfVXSe5savxV2qFytzDL,Warface PRO.Masters,110193,4075,533,34,0
v4K83YIhGcM,Турнир Warface PRO.Masters. Day 2,2020-09-01T10:15:02Z,PLauCgjTLbfC9vEfVXSe5savxV2qFytzDL,Warface PRO.Masters,112342,3804,498,18,0
wMNgdK7ssDA,Турнир Warface PRO.Masters. Day 3,2020-09-01T10:15:02Z,PLauCgjTLbfC9vEfVXSe5savxV2qFytzDL,Warface PRO.Masters,86727,2596,1589,15,0
ohnCmiLWzZs,Турнир Warface PRO.Masters. Day 4,2020-09-01T10:15:02Z,PLauCgjTLbfC9vEfVXSe5savxV2qFytzDL,Warface PRO.Masters,93352,3103,419,11,0
uxeSA8IVlpU,Турнир Warface PRO.Masters. Day 5,2020-09-01T10:15:02Z,PLauCgjTLbfC9vEfVXSe5savxV2qFytzDL,Warface PRO.Masters,119617,3850,420,25,0
Osj_P1AgE5Q,Турнир Warface PRO.Masters. Day 6,2020-09-01T10:15:02Z,PLauCgjTLbfC9vEfVXSe5savxV2qFytzDL,Warface PRO.Masters,125698,3690,351,12,0
fRGXcnbZD7U,Турнир Warface PRO.Masters. Day 7,2020-09-01T10:15:02Z,PLauCgjTLbfC9vEfVXSe5savxV2qFytzDL,Warface PRO.Masters,106508,3168,442,17,0
RvGqNK4OwCs,Турнир Warface PRO.Masters. Day 8,2020-09-01T10:15:02Z,PLauCgjTLbfC9vEfVXSe5savxV2qFytzDL,Warface PRO.Masters,105169,3344,320,28,0
FKQyJI5PEV8,Турнир Warface PRO.Masters. Day 9,2020-09-01T10:15:02Z,PLauCgjTLbfC9vEfVXSe5savxV2qFytzDL,Warface PRO.Masters,99602,2933,346,11,0
l0QJ7CIPIHU,Турнир Warface PRO.Masters. Day 10,2020-09-01T10:15:02Z,PLauCgjTLbfC9vEfVXSe5savxV2qFytzDL,Warface PRO.Masters,95688,2972,438,13,0
IQ1gRgKDKdc,Турнир Warface PRO.Masters. Day 11,2020-09-01T10:15:02Z,PLauCgjTLbfC9vEfVXSe5savxV2qFytzDL,Warface PRO.Masters,108555,5553,381,40,0
gNxLVmglEtk,Турнир Warface PRO.Masters. Final day,2020-09-01T10:15:02Z,PLauCgjTLbfC9vEfVXSe5savxV2qFytzDL,Warface PRO.Masters,150153,6390,1286,71,0
mw9o0YKmE2U,Турнир Warface PRO.Masters. Day 2,2020-09-01T10:14:21Z,PLauCgjTLbfC9vEfVXSe5savxV2qFytzDL,Warface PRO.Masters,72422,2813,256,25,0
j0S7rgRbRlU,Турнир Warface PRO.Masters. Day 3,2020-09-01T10:14:21Z,PLauCgjTLbfC9vEfVXSe5savxV2qFytzDL,Warface PRO.Masters,113836,4289,368,36,0
1qpmV3JoIUc,Турнир Warface PRO.Masters. Day 4,2020-09-01T10:14:21Z,PLauCgjTLbfC9vEfVXSe5savxV2qFytzDL,Warface PRO.Masters,65811,2490,297,10,0
kXVXrfB_q3g,Турнир Warface PRO.Masters. Day 5,2020-09-01T10:14:21Z,PLauCgjTLbfC9vEfVXSe5savxV2qFytzDL,Warface PRO.Masters,78498,3330,242,30,0
zgHpKrmP9rk,Турнир Warface PRO.Masters. Day 6,2020-09-01T10:14:21Z,PLauCgjTLbfC9vEfVXSe5savxV2qFytzDL,Warface PRO.Masters,55995,2008,244,10,0
KYclXiucnLI,Турнир Warface PRO.Masters. Day 7,2020-09-01T10:14:21Z,PLauCgjTLbfC9vEfVXSe5savxV2qFytzDL,Warface PRO.Masters,53428,1895,215,6,0
fdpwFxxcNFc,Турнир Warface PRO.Masters. Day 8,2020-09-01T10:14:21Z,PLauCgjTLbfC9vEfVXSe5savxV2qFytzDL,Warface PRO.Masters,55038,2178,342,7,0
tK-2jNFGTuQ,Турнир Warface PRO.Masters. Day 9,2020-09-01T10:14:21Z,PLauCgjTLbfC9vEfVXSe5savxV2qFytzDL,Warface PRO.Masters,123568,6907,626,53,0
4F6vG_0Pvq4,Турнир Warface PRO.Masters. Day 10,2020-09-01T10:14:21Z,PLauCgjTLbfC9vEfVXSe5savxV2qFytzDL,Warface PRO.Masters,148804,7156,1037,49,0
jdJQsp3yIMk,Турнир Warface PRO.Masters. Жеребьевка,2020-06-16T11:35:34Z,PLauCgjTLbfC9vEfVXSe5savxV2qFytzDL,Warface PRO.Masters,23608,1211,213,18,0
ybDkUF__BWE,Warface PRO.Masters. Day 1,2020-05-27T11:57:14Z,PLauCgjTLbfC9vEfVXSe5savxV2qFytzDL,Warface PRO.Masters,113571,5449,334,43,0
6nPzZrIT0t0,Warface PRO.Masters. Day 2,2020-05-27T11:57:08Z,PLauCgjTLbfC9vEfVXSe5savxV2qFytzDL,Warface PRO.Masters,112422,5346,283,56,0
CmClUXJzqIw,Warface PRO.Masters. Day 3,2020-05-27T11:57:03Z,PLauCgjTLbfC9vEfVXSe5savxV2qFytzDL,Warface PRO.Masters,118748,4527,366,18,0
bk1rBrVnbAs,Warface PRO.Masters. Day 4,2020-05-27T11:56:58Z,PLauCgjTLbfC9vEfVXSe5savxV2qFytzDL,Warface PRO.Masters,82883,3669,234,15,0
yARUSf2zNi4,Warface PRO.Masters. Day 5,2020-05-27T11:56:52Z,PLauCgjTLbfC9vEfVXSe5savxV2qFytzDL,Warface PRO.Masters,86157,3711,242,21,0
txV2_e9xsaI,Warface PRO.Masters. Day 6,2020-05-27T11:56:47Z,PLauCgjTLbfC9vEfVXSe5savxV2qFytzDL,Warface PRO.Masters,84372,3705,204,23,0
UnQc955VDNs,Warface PRO.Masters. Day 7,2020-05-27T11:56:41Z,PLauCgjTLbfC9vEfVXSe5savxV2qFytzDL,Warface PRO.Masters,76092,3119,183,20,0
QSUbnSx7QiU,Warface PRO.Masters. Day 8,2020-05-27T11:56:35Z,PLauCgjTLbfC9vEfVXSe5savxV2qFytzDL,Warface PRO.Masters,65200,2437,156,12,0
6blTmnZPej0,Warface PRO.Masters. Day 9,2020-05-27T11:56:25Z,PLauCgjTLbfC9vEfVXSe5savxV2qFytzDL,Warface PRO.Masters,134603,5123,409,40,0
JsME5v5c3ys,Warface PRO.Masters. Day 10,2020-05-27T11:56:21Z,PLauCgjTLbfC9vEfVXSe5savxV2qFytzDL,Warface PRO.Masters,112202,3142,216,23,0
JsME5v5c3ys,Warface PRO.Masters. Day 10,2020-04-13T12:09:33Z,PLauCgjTLbfC_WA2DXeVYJKj2OmX1ExmRl,Warface PRO,112202,3142,216,23,0
6blTmnZPej0,Warface PRO.Masters. Day 9,2020-04-13T12:09:26Z,PLauCgjTLbfC_WA2DXeVYJKj2OmX1ExmRl,Warface PRO,134603,5123,409,40,0
QSUbnSx7QiU,Warface PRO.Masters. Day 8,2020-04-13T12:09:19Z,PLauCgjTLbfC_WA2DXeVYJKj2OmX1ExmRl,Warface PRO,65200,2437,156,12,0
UnQc955VDNs,Warface PRO.Masters. Day 7,2020-04-13T12:09:10Z,PLauCgjTLbfC_WA2DXeVYJKj2OmX1ExmRl,Warface PRO,76092,3119,183,20,0
txV2_e9xsaI,Warface PRO.Masters. Day 6,2020-04-13T12:09:03Z,PLauCgjTLbfC_WA2DXeVYJKj2OmX1ExmRl,Warface PRO,84372,3705,204,23,0
yARUSf2zNi4,Warface PRO.Masters. Day 5,2020-04-13T12:08:57Z,PLauCgjTLbfC_WA2DXeVYJKj2OmX1ExmRl,Warface PRO,86157,3711,242,21,0
bk1rBrVnbAs,Warface PRO.Masters. Day 4,2020-04-13T12:08:49Z,PLauCgjTLbfC_WA2DXeVYJKj2OmX1ExmRl,Warface PRO,82883,3669,234,15,0
CmClUXJzqIw,Warface PRO.Masters. Day 3,2020-04-13T12:08:41Z,PLauCgjTLbfC_WA2DXeVYJKj2OmX1ExmRl,Warface PRO,118748,4527,366,18,0
6nPzZrIT0t0,Warface PRO.Masters. Day 2,2020-04-13T12:08:32Z,PLauCgjTLbfC_WA2DXeVYJKj2OmX1ExmRl,Warface PRO,112422,5346,283,56,0
ybDkUF__BWE,Warface PRO.Masters. Day 1,2020-04-13T12:07:53Z,PLauCgjTLbfC_WA2DXeVYJKj2OmX1ExmRl,Warface PRO,113571,5449,334,43,0
ggnM_wete9E,MissisFreedom // Авторский контент,2020-03-24T11:31:00Z,PLauCgjTLbfC_6v7jWLsFWAm--jIfVtXGq,Авторский контент,22071,1530,1324,310,0
z3q0Doj7ow4,Обращение киберспортсменов к игрокам // #ИграемДома // Warface 2020,2020-06-16T11:26:59Z,PLauCgjTLbfC_6v7jWLsFWAm--jIfVtXGq,Авторский контент,98320,4227,1959,511,0
ObqobavNW-E,Интервью с Джетфайером // Авторский контент,2020-06-24T13:32:09Z,PLauCgjTLbfC_6v7jWLsFWAm--jIfVtXGq,Авторский контент,12244,1060,236,88,0
1l2JnYdCnp8,Интервью с -КЛ4УДом // Авторский контент,2020-06-29T14:35:11Z,PLauCgjTLbfC_6v7jWLsFWAm--jIfVtXGq,Авторский контент,15865,1158,718,157,0
yt9JsEGJkPA,Х-МЕДИУМ РАЗВЛЕКСЯ В КУСТАХ // ТОП НАРЕЗКА WARFACE // Июнь 2020,2020-06-30T11:33:57Z,PLauCgjTLbfC_6v7jWLsFWAm--jIfVtXGq,Авторский контент,60033,3742,1247,269,0
_Xf8VeMN9qQ,Авторский контент // THEAK,2020-07-23T11:42:11Z,PLauCgjTLbfC_6v7jWLsFWAm--jIfVtXGq,Авторский контент,10394,984,313,105,0
eNwaFQnHudY,НЕРЕАЛЬНАЯ ИГРА // ТОП НАРЕЗКА WARFACE // Июль 2020,2020-08-25T15:05:29Z,PLauCgjTLbfC_6v7jWLsFWAm--jIfVtXGq,Авторский контент,45451,2995,665,219,0
sjXzKIiIEX4,WSI Season 2. Аванпост: Open Qualifiers. Final day,2019-11-06T09:24:58Z,PLauCgjTLbfC8qmC7DrPYcwyJY-l_G97md,"Турнир ""Аванпост""",60597,1772,490,6,0
-J2O3_pOgSU,WSI Season 2. Аванпост. Group Stage. Day 1,2019-11-06T09:25:13Z,PLauCgjTLbfC8qmC7DrPYcwyJY-l_G97md,"Турнир ""Аванпост""",87595,2553,415,31,0
AkQQQKP82ow,WSI Season 2. Аванпост: Group Stage. Day 5,2019-11-09T08:13:03Z,PLauCgjTLbfC8qmC7DrPYcwyJY-l_G97md,"Турнир ""Аванпост""",166502,4376,406,16,0
0OhNr7hhSgk,WSI Season 2. Аванпост: Group Stage. Day 7,2019-11-11T12:51:51Z,PLauCgjTLbfC8qmC7DrPYcwyJY-l_G97md,"Турнир ""Аванпост""",82197,2405,226,11,0
5JhipHI_36w,WSI Season 2. Аванпост: Group Stage. Day 8,2019-11-11T13:00:07Z,PLauCgjTLbfC8qmC7DrPYcwyJY-l_G97md,"Турнир ""Аванпост""",71330,2171,203,10,0
w2sa2hKU5GU,WSI Season 2. Аванпост: Group Stage. Day 9,2019-11-13T09:12:19Z,PLauCgjTLbfC8qmC7DrPYcwyJY-l_G97md,"Турнир ""Аванпост""",86499,2659,246,7,0
TiCXB2C2eVU,WSI Season 2. Аванпост: Final. Day 1,2019-11-14T12:11:09Z,PLauCgjTLbfC8qmC7DrPYcwyJY-l_G97md,"Турнир ""Аванпост""",177175,5220,512,47,0
L0KA4pwL1Mg,WSI Season 2. Аванпост: Group Stage. Day 10,2019-11-14T15:35:42Z,PLauCgjTLbfC8qmC7DrPYcwyJY-l_G97md,"Турнир ""Аванпост""",48884,1513,178,5,0
BsYMntBm6rk,Warface: Fantasy League. Драфт,2019-09-22T15:17:08Z,PLauCgjTLbfC858R8aYOiRsbjFPrzuDW73,Warface Fantasy League,93922,3642,337,101,0
LcvH00T76lw,Warface: Fantasy League. Day 2,2019-09-27T09:40:47Z,PLauCgjTLbfC858R8aYOiRsbjFPrzuDW73,Warface Fantasy League,185226,5633,294,30,0
N6WCnx6M6vU,Warface: Fantasy League. Day 1,2019-09-27T09:40:49Z,PLauCgjTLbfC858R8aYOiRsbjFPrzuDW73,Warface Fantasy League,196365,6392,423,64,0
D_wNYUrMG3g,Warface: Fantasy League. Day 3,2019-10-02T10:39:40Z,PLauCgjTLbfC858R8aYOiRsbjFPrzuDW73,Warface Fantasy League,79571,2830,205,22,0
Cdb1iR-vjd8,Warface: Fantasy League. Day 4,2019-10-03T09:06:40Z,PLauCgjTLbfC858R8aYOiRsbjFPrzuDW73,Warface Fantasy League,86273,3389,171,46,0
976oWXEqaWg,Warface: Fantasy League. Day 6,2019-10-06T12:17:32Z,PLauCgjTLbfC858R8aYOiRsbjFPrzuDW73,Warface Fantasy League,90370,3643,148,26,0
g2EtWQiR3Uo,Warface: Fantasy League. Day 7,2019-10-06T12:21:24Z,PLauCgjTLbfC858R8aYOiRsbjFPrzuDW73,Warface Fantasy League,128215,3820,190,13,0
gSUKy3g4VJE,Warface: Fantasy League. Day 8,2019-10-06T14:46:55Z,PLauCgjTLbfC858R8aYOiRsbjFPrzuDW73,Warface Fantasy League,213261,6448,302,38,0
VqR2LGwkdSw,Warface: Fantasy League. Day 9,2019-10-09T13:15:06Z,PLauCgjTLbfC858R8aYOiRsbjFPrzuDW73,Warface Fantasy League,88959,2648,258,9,0
1y5L3ruOOzw,Warface: Fantasy League. Day 10,2019-10-10T11:00:15Z,PLauCgjTLbfC858R8aYOiRsbjFPrzuDW73,Warface Fantasy League,83763,2841,356,25,0
NhtedU_D-f4,Warface: Fantasy League. Day 5,2019-10-10T11:01:16Z,PLauCgjTLbfC858R8aYOiRsbjFPrzuDW73,Warface Fantasy League,75073,2595,141,25,0
SbGfMiYhqqo,Warface: Fantasy League. LAN-финал,2019-10-14T08:22:43Z,PLauCgjTLbfC858R8aYOiRsbjFPrzuDW73,Warface Fantasy League,248508,9510,1419,51,0
ihBVal284N8,Warface Armageddon: FFA East. Day 1,2019-07-11T11:30:02Z,PLauCgjTLbfC8Es7dUccq3vM7EESSGY-w3,"Турнир ""Армагеддон""",70027,1827,133,29,0
LvJLpA8OCKM,Warface Armageddon: FFA East. Day 2,2019-07-11T11:31:06Z,PLauCgjTLbfC8Es7dUccq3vM7EESSGY-w3,"Турнир ""Армагеддон""",39083,1154,90,25,0
QzDerkmVDx0,Warface Armageddon: FFA East. Day 3,2019-07-11T11:31:34Z,PLauCgjTLbfC8Es7dUccq3vM7EESSGY-w3,"Турнир ""Армагеддон""",33443,1049,84,2,0
ruhDKptrhQU,Warface Armageddon: FFA East. Day 4,2019-07-11T11:31:44Z,PLauCgjTLbfC8Es7dUccq3vM7EESSGY-w3,"Турнир ""Армагеддон""",24307,814,69,9,0
928EjmhQ3V8,Warface Armageddon: FFA East. Final Day,2019-07-11T11:31:55Z,PLauCgjTLbfC8Es7dUccq3vM7EESSGY-w3,"Турнир ""Армагеддон""",55798,1471,151,22,0
V2vpQczCMI0,Warface Armageddon: FFA West. Day 1,2019-07-11T11:32:34Z,PLauCgjTLbfC8Es7dUccq3vM7EESSGY-w3,"Турнир ""Армагеддон""",44083,1302,120,8,0
AddxVPS3Ihw,Warface Armageddon: FFA West. Day 2,2019-07-11T11:32:44Z,PLauCgjTLbfC8Es7dUccq3vM7EESSGY-w3,"Турнир ""Армагеддон""",35656,971,90,5,0
OC4botBe96U,Warface Armageddon: FFA West. Day 3,2019-07-11T11:32:55Z,PLauCgjTLbfC8Es7dUccq3vM7EESSGY-w3,"Турнир ""Армагеддон""",35711,843,103,18,0
QZoqFtBouUI,Warface: Armageddon League. LAN-финал,2019-08-15T15:25:58Z,PLauCgjTLbfC8Es7dUccq3vM7EESSGY-w3,"Турнир ""Армагеддон""",80890,2510,811,288,0
MH9ooheb8Ns,LAN-финал Warface: Armageddon League. Day 1,2019-08-23T09:53:09Z,PLauCgjTLbfC8Es7dUccq3vM7EESSGY-w3,"Турнир ""Армагеддон""",691527,36259,1395,158,0
esNHMOdTJe4,LAN-финал Warface: Armageddon League. Day 2,2019-08-24T08:54:19Z,PLauCgjTLbfC8Es7dUccq3vM7EESSGY-w3,"Турнир ""Армагеддон""",657586,32462,967,170,0
nf9AvumC-wk,LAN-финал Warface: Armageddon League. Final Day,2019-08-25T09:05:06Z,PLauCgjTLbfC8Es7dUccq3vM7EESSGY-w3,"Турнир ""Армагеддон""",776955,51182,3693,319,0
tTrOuu8bxZ8,Warface Special Invitational: Open Qualifiers. Day 1,2019-06-01T08:43:50Z,PLauCgjTLbfC8zvE0beEoDV3GH51bkVczd,Турнир: Special Invitational,139017,3295,191,10,0
GPZuKZBy5Sk,Warface Special Invitational: Open Qualifiers. Final Day,2019-06-02T08:49:16Z,PLauCgjTLbfC8zvE0beEoDV3GH51bkVczd,Турнир: Special Invitational,144692,3081,188,19,0
e9IgLiPxgq0,Warface Special Invitational: Group Stage. Day 2,2019-06-05T21:27:44Z,PLauCgjTLbfC8zvE0beEoDV3GH51bkVczd,Турнир: Special Invitational,95191,3053,139,33,0
Dd2EQn6R47I,Warface Special Invitational: Group Stage. Day 1,2019-06-05T21:27:58Z,PLauCgjTLbfC8zvE0beEoDV3GH51bkVczd,Турнир: Special Invitational,123209,4240,227,25,0
3Dwu3-xgPZY,Warface Special Invitational: Group Stage. Day 3,2019-07-11T11:24:03Z,PLauCgjTLbfC8zvE0beEoDV3GH51bkVczd,Турнир: Special Invitational,103828,3684,213,40,0
9QjtNzwBt1U,Warface Special Invitational: Group Stage. Day 4,2019-07-11T11:24:17Z,PLauCgjTLbfC8zvE0beEoDV3GH51bkVczd,Турнир: Special Invitational,105848,3342,158,21,0
FwfrKDhMgQU,Warface Special Invitational: Group Stage. Day 5,2019-07-11T11:24:40Z,PLauCgjTLbfC8zvE0beEoDV3GH51bkVczd,Турнир: Special Invitational,201290,4334,228,26,0
vbhd11L-nIc,Warface Special Invitational: Group Stage. Day 6,2019-07-11T11:24:59Z,PLauCgjTLbfC8zvE0beEoDV3GH51bkVczd,Турнир: Special Invitational,83400,2528,125,28,0
rBiasx3EQns,Warface Special Invitational: Group Stage. Day 7,2019-07-11T11:25:13Z,PLauCgjTLbfC8zvE0beEoDV3GH51bkVczd,Турнир: Special Invitational,79274,2422,126,17,0
FeYKS8om34M,Warface Special Invitational: Group Stage. Day 8,2019-07-11T11:25:30Z,PLauCgjTLbfC8zvE0beEoDV3GH51bkVczd,Турнир: Special Invitational,85951,2737,177,22,0
YdN-3JibE1o,Warface Special Invitational: Group Stage. Day 9,2019-07-11T11:25:44Z,PLauCgjTLbfC8zvE0beEoDV3GH51bkVczd,Турнир: Special Invitational,161335,4096,241,33,0
W40R5mF0xyo,Warface Special Invitational: Group Stage. Day 10,2019-07-11T11:26:00Z,PLauCgjTLbfC8zvE0beEoDV3GH51bkVczd,Турнир: Special Invitational,12652,531,41,9,0
WHZQ4y_ESxA,Warface Special Invitational: Group Stage. Day 10,2019-07-11T11:26:14Z,PLauCgjTLbfC8zvE0beEoDV3GH51bkVczd,Турнир: Special Invitational,82498,2707,250,34,0
hqjbb7cHuHA,Warface Special Invitational: Group Stage. Day 11,2019-07-11T11:26:39Z,PLauCgjTLbfC8zvE0beEoDV3GH51bkVczd,Турнир: Special Invitational,63773,1793,123,20,0
cuR_V5XnEgc,Warface Special Invitational: Group Stage. Final Day,2019-07-11T11:26:59Z,PLauCgjTLbfC8zvE0beEoDV3GH51bkVczd,Турнир: Special Invitational,92229,2754,163,20,0
jVItGRAFXmQ,Warface Special Invitational: Playoff Day 1,2019-07-11T11:27:26Z,PLauCgjTLbfC8zvE0beEoDV3GH51bkVczd,Турнир: Special Invitational,225839,5528,620,30,0
nSdZL3ge3Ro,Warface Special Invitational: Playoff Final day,2019-07-11T11:27:39Z,PLauCgjTLbfC8zvE0beEoDV3GH51bkVczd,Турнир: Special Invitational,332009,8302,437,98,0
0OhNr7hhSgk,WSI Season 2. Аванпост: Group Stage. Day 7,2019-11-11T12:51:52Z,PLauCgjTLbfC8zvE0beEoDV3GH51bkVczd,Турнир: Special Invitational,82197,2405,226,11,0
5JhipHI_36w,WSI Season 2. Аванпост: Group Stage. Day 8,2019-11-11T13:00:07Z,PLauCgjTLbfC8zvE0beEoDV3GH51bkVczd,Турнир: Special Invitational,71330,2171,203,10,0
w2sa2hKU5GU,WSI Season 2. Аванпост: Group Stage. Day 9,2019-11-13T09:12:19Z,PLauCgjTLbfC8zvE0beEoDV3GH51bkVczd,Турнир: Special Invitational,86499,2659,246,7,0
TiCXB2C2eVU,WSI Season 2. Аванпост: Final. Day 1,2019-11-14T12:11:09Z,PLauCgjTLbfC8zvE0beEoDV3GH51bkVczd,Турнир: Special Invitational,177175,5220,512,47,0
Lt8YaZBdF28,Warface: Совершенно секретно — Recording #1,2019-05-16T07:33:32Z,PLauCgjTLbfC-gtqxrcquNTQEGuNN5FZbx,Warface: Совершенно секретно,1904727,8475,502,1685,0
WrSTToXZLMY,Warface: Совершенно секретно — Recording #2,2019-05-16T07:34:09Z,PLauCgjTLbfC-gtqxrcquNTQEGuNN5FZbx,Warface: Совершенно секретно,1952504,6109,349,825,0
hxaPnIjz7-Q,Warface: Совершенно секретно — Recording #3,2019-05-16T07:33:55Z,PLauCgjTLbfC-gtqxrcquNTQEGuNN5FZbx,Warface: Совершенно секретно,1948346,5619,292,812,0
v1Jdo2hjmNM,Warface: Совершенно секретно — Recording #4,2019-05-16T07:33:43Z,PLauCgjTLbfC-gtqxrcquNTQEGuNN5FZbx,Warface: Совершенно секретно,1808314,4637,225,630,0
P-xW2Gc4NqA,Warface Syndicate Pringles — Repulse vs. AG,2019-05-18T15:36:43Z,PLauCgjTLbfC_FJVpfpK1hxUPDKCzP3d9N,"Warface ""Синдикат""",2615,40,1,2,0
2qgIImRbZ6k,Warface Syndicate Pringles — 2easy4l vs. WonderWomen,2019-05-18T15:13:52Z,PLauCgjTLbfC_FJVpfpK1hxUPDKCzP3d9N,"Warface ""Синдикат""",541,7,0,1,0
g-tyrnlkQ8U,Warface Syndicate Pringles — Plink.gg vs. AG,2019-05-18T13:55:15Z,PLauCgjTLbfC_FJVpfpK1hxUPDKCzP3d9N,"Warface ""Синдикат""",763,18,0,2,0
